Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
abdelkahar kadri,dz ALG,"MF,DF",Gent,0.0,2000,6.1,1,2,0.3,0.6,8,2,315,359,87.74,15,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,abdelkahar kadri,abdelkahar kadri,gent,2000,2000,2200000,592400,2000-06-24,25,first+last+birth_year
abdoul karim traore,gn GUI,FW,OH Leuven,0.0,2007,5.8,0,0,1.9,0.3,18,4,51,79,64.56,6,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,abdoul karim traore,abdoul traore,oh leuven,2007,2007,700000,1284784,2007-01-12,18,first+last+birth_year
abdoulaye sissako,fr FRA,MF,Sint-Truiden,0.0,1998,9.9,0,1,0.7,0.2,12,1,365,447,81.66,27,17,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,abdoulaye sissako,abdoulaye sissako,sint truiden,1998,1998,700000,418661,1998-05-26,27,first+last+birth_year
abdoulaye traore,ci CIV,FW,Zulte Waregem,0.0,2003,1.6,0,0,1.0,0.1,9,3,33,50,66.0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,abdoulaye traore,abdoulaye traore,zulte waregem,2003,2003,400000,1063856,2003-06-28,22,key+birth_year
adem zorgane,dz ALG,MF,Union SG,0.0,2000,9.7,1,2,1.0,2.4,10,3,401,493,81.34,16,10,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,adem zorgane,adem zorgane,union sg,2000,2000,6000000,592403,2000-01-06,25,first+last+birth_year
adnane abid,be BEL,FW,Standard Liège,0.0,2003,5.7,1,1,0.3,0.8,6,3,140,196,71.43,6,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,adnane abid,adnane abid,standard liege,2003,2003,1200000,583899,2003-08-23,22,first+last+birth_year
adrian palacios,ve VEN,"MF,FW",Genk,0.0,2004,0.0,0,0,0.2,0.0,1,0,2,3,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,adrian palacios,adrian palacios,genk,2004,2004,750000,1041316,2004-06-07,21,first+last+birth_year
adriano bertaccini,be BEL,FW,Anderlecht,0.0,2000,2.0,1,0,1.4,0.2,6,3,23,35,65.71,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,adriano bertaccini,adriano bertaccini,anderlecht,2000,2000,4500000,364896,2000-08-13,25,first+last+birth_year
aiham ousou,sy SYR,DF,Charleroi,0.0,2000,9.7,1,0,0.4,0.1,4,1,421,491,85.74,11,6,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aiham ousou,aiham ousou,charleroi,2000,2000,2500000,585068,2000-01-09,25,first+last+birth_year
aime omgba,nl NED,"FW,MF",Gent,0.0,2002,1.0,0,0,0.2,0.3,2,1,37,43,86.05,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aime omgba,aime omgba,gent,2002,2002,1400000,568373,2002-10-22,23,first+last+birth_year
alama bayo,gn GUI,FW,Cercle Brugge,0.0,2006,0.2,0,0,0.0,0.0,0,0,5,11,45.45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alama bayo,alama bayo,cercle brugge,2006,2006,200000,1123952,2006-02-02,19,first+last+birth_year
alan minda,ec ECU,FW,Cercle Brugge,0.0,2003,6.7,3,0,2.3,0.2,21,10,111,140,79.29,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan minda,alan minda,cercle brugge,2003,2003,3000000,897051,2003-05-14,22,first+last+birth_year
aleksandar stankovic,rs SRB,MF,Club Brugge,0.0,2005,8.7,0,0,0.7,0.9,15,5,426,488,87.3,8,5,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aleksandar stankovic,aleksandar stankovic,club brugge,2005,2005,13000000,780136,2005-08-03,20,first+last+birth_year
alessio castro-montes,be BEL,DF,Union SG,0.0,1997,1.6,0,0,0.4,0.0,1,0,46,64,71.88,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alessio castro montes,alessio montes,union sg,1997,1997,,,nan,,
alexandro calut,be BEL,DF,Standard Liège,0.0,2003,3.8,0,0,0.0,0.0,0,0,139,176,78.98,7,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexandro calut,alexandro calut,standard liege,2003,2003,700000,565428,2003-04-22,22,first+last+birth_year
ali maamar,ma MAR,"DF,MF",Anderlecht,0.0,2005,4.0,0,0,0.1,0.2,3,0,163,210,77.62,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ali maamar,ali maamar,anderlecht,2005,2005,2000000,920585,2005-03-23,20,first+last+birth_year
allahyar sayyadmanesh,ir IRN,FW,Westerlo,0.0,2001,4.0,0,1,0.2,0.5,4,1,83,121,68.6,5,2,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,allahyar sayyadmanesh,allahyar sayyadmanesh,westerlo,2001,2001,3000000,480975,2001-06-29,24,first+last+birth_year
alouis diriken,be BEL,MF,Sint-Truiden,0.0,2004,0.5,0,0,0.0,0.0,2,1,27,30,90.0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alouis diriken,alouis diriken,sint truiden,2004,2004,250000,751989,2004-04-01,21,first+last+birth_year
amando lapage,be BEL,DF,Westerlo,0.0,2004,0.5,0,0,0.0,0.0,0,0,31,32,96.88,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,amando lapage,amando lapage,westerlo,2004,2004,600000,1029619,2004-11-08,20,first+last+birth_year
amine boukamir,ma MAR,MF,Charleroi,0.0,2006,1.5,0,0,0.0,0.0,0,0,54,61,88.52,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,amine boukamir,amine boukamir,charleroi,2006,2006,300000,961051,2006-10-23,18,first+last+birth_year
anan khalaili,il ISR,DF,Union SG,0.0,2004,8.6,1,0,1.3,1.4,7,3,338,445,75.96,17,12,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anan khalaili,anan khalaili,union sg,2004,2004,10000000,945021,2004-09-03,21,first+last+birth_year
andreas jungdal,dk DEN,GK,Westerlo,0.0,2002,11.0,0,0,0.0,0.1,0,0,242,365,66.3,0,0,1,0,20.0,1.82,49.0,29.0,59.2,4.0,36.4,1.0,0.0,1.0,0.0,17.6,0.35,-1.4,-0.13,64.0,177.0,36.2,331.0,37.0,45.0,39.5,8.0,5.2,19.0,1.73,14.6,True,0.0,andreas jungdal,andreas jungdal,westerlo,2002,2002,1500000,592924,2002-02-22,23,first+last+birth_year
andreas verstraeten,be BEL,"DF,MF",Antwerp,0.0,2006,5.9,0,1,0.0,0.5,0,0,220,283,77.74,14,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andreas verstraeten,andreas verstraeten,antwerp,2006,2006,800000,1124880,2006-01-10,19,first+last+birth_year
andres ferrari,uy URU,FW,Sint-Truiden,0.0,2003,8.0,2,1,3.8,1.0,25,4,66,88,75.0,12,7,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andres ferrari,andres ferrari,sint truiden,2003,2003,2500000,973805,2003-01-03,22,first+last+birth_year
andri gujohnsen,is ISL,FW,Gent,0.0,2002,0.1,0,0,0.0,0.0,0,0,1,3,33.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andri gujohnsen,andri gujohnsen,gent,2002,2002,,,nan,,
anosike ementa,dk DEN,FW,Zulte Waregem,0.0,2002,5.3,0,2,1.2,1.5,11,4,90,161,55.9,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anosike ementa,anosike ementa,zulte waregem,2002,2002,1000000,543311,2002-05-03,23,key+birth_year
anouar ait el hadj,be BEL,"MF,FW",Union SG,0.0,2002,8.4,0,1,1.1,1.4,11,4,267,325,82.15,5,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anouar ait el hadj,anouar hadj,union sg,2002,2002,4000000,486039,2002-04-20,23,first+last+birth_year
anthony descotte,be BEL,FW,Charleroi,0.0,2003,1.0,0,0,0.0,0.0,0,0,7,12,58.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anthony descotte,anthony descotte,charleroi,2003,2003,,,nan,,
anthony valencia,ec ECU,"DF,MF",Antwerp,0.0,2003,0.3,0,0,0.0,0.7,0,0,29,36,80.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anthony valencia,anthony valencia,antwerp,2003,2003,1200000,974374,2003-07-21,22,first+last+birth_year
antoine bernier,be BEL,FW,Charleroi,0.0,1997,6.2,2,0,0.3,0.3,6,2,117,157,74.52,11,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antoine bernier,antoine bernier,charleroi,1997,1997,1500000,340343,1997-09-10,28,first+last+birth_year
antoine colassin,be BEL,"MF,FW",Charleroi,0.0,2001,1.6,0,0,0.5,0.1,4,1,23,31,74.19,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antoine colassin,antoine colassin,charleroi,2001,2001,750000,440953,2001-02-26,24,first+last+birth_year
anton tanghe,be BEL,DF,Zulte Waregem,0.0,1999,11.0,1,0,0.8,0.5,1,0,450,514,87.55,11,8,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anton tanghe,anton tanghe,zulte waregem,1999,1999,700000,460848,1999-01-28,26,key+birth_year
antonio cordero,es ESP,"FW,MF",Westerlo,0.0,2006,0.9,0,0,0.4,0.2,3,1,20,31,64.52,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antonio cordero,antonio cordero,westerlo,2006,2006,2000000,1178393,2006-11-14,18,fuzzy_global(96.7741935483871)
arbnor muja,al ALB,"MF,FW",Sint-Truiden,0.0,1998,2.7,1,0,1.0,0.3,2,1,95,126,75.4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,arbnor muja,arbnor muja,sint truiden,1998,1998,3000000,606967,1998-11-29,26,first+last+birth_year
arthur piedfort,be BEL,"MF,DF",Westerlo,0.0,2005,6.8,1,0,0.2,0.3,4,1,235,273,86.08,16,7,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,arthur piedfort,arthur piedfort,westerlo,2005,2005,2000000,775981,2005-02-01,20,first+last+birth_year
atsuki ito,jp JPN,MF,Gent,0.0,1998,10.8,3,1,2.6,0.9,20,9,381,462,82.47,16,8,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,atsuki ito,atsuki ito,gent,1998,1998,4000000,492715,1998-08-11,27,first+last+birth_year
aurelien scheidler,fr FRA,FW,Charleroi,0.0,1998,6.8,2,1,1.7,0.6,10,4,101,171,59.06,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aurelien scheidler,aurelien scheidler,charleroi,1998,1998,1800000,497175,1998-06-04,27,first+last+birth_year
basile vroninks,be BEL,DF,Anderlecht,0.0,2006,0.5,0,0,0.0,0.1,0,0,15,20,75.0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,basile vroninks,basile vroninks,anderlecht,2006,2006,,,nan,,
benito raman,be BEL,FW,Mechelen,0.0,1994,3.7,1,2,2.1,1.0,10,4,46,71,64.79,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benito raman,benito raman,mechelen,1994,1994,2000000,112930,1994-11-07,30,first+last+birth_year
benjamin fredrick,ng NGA,"DF,FW",Dender,0.0,2005,6.6,0,0,0.4,0.7,5,1,233,295,78.98,18,10,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benjamin fredrick,benjamin fredrick,dender,2005,2005,400000,1071138,2005-05-28,20,first+last+birth_year
benoit nyssen,be BEL,DF,Zulte Waregem,0.0,1997,3.5,1,0,0.1,0.3,4,2,152,194,78.35,8,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benoit nyssen,benoit nyssen,zulte waregem,1997,1997,600000,286007,1997-09-12,28,key+birth_year
bilal bafdili,be BEL,MF,Mechelen,0.0,2004,7.0,1,2,1.3,1.4,10,4,160,225,71.11,4,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bilal bafdili,bilal bafdili,mechelen,2004,2004,2000000,1063263,2004-08-03,21,first+last+birth_year
bill antonio,zw ZIM,"DF,FW",Mechelen,0.0,2002,2.1,0,0,0.1,0.3,4,0,39,63,61.9,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bill antonio,bill antonio,mechelen,2002,2002,1200000,956050,2002-09-03,23,first+last+birth_year
birger verstraete,be BEL,MF,OH Leuven,0.0,1994,4.4,0,0,0.0,0.1,0,0,118,138,85.51,7,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,birger verstraete,birger verstraete,oh leuven,1994,1994,1800000,234193,1994-04-16,31,first+last+birth_year
bjorn meijer,nl NED,DF,Club Brugge,0.0,2003,7.3,0,0,0.4,1.0,6,0,336,424,79.25,9,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bjorn meijer,bjorn meijer,club brugge,2003,2003,4000000,594227,2003-03-18,22,first+last+birth_year
boli bolingoli-mbombo,be BEL,DF,Standard Liège,0.0,1995,1.0,0,0,0.0,0.0,0,0,36,44,81.82,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,boli bolingoli mbombo,boli mbombo,standard liege,1995,1995,500000,168156,1995-07-01,30,fuzzy_global(100.0)
boubakar kouyate,ml MLI,DF,Antwerp,0.0,1997,1.5,0,0,0.3,0.0,2,0,30,41,73.17,4,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,boubakar kouyate,boubakar kouyate,antwerp,1997,1997,,,nan,,
brandon mechele,be BEL,DF,Club Brugge,0.0,1993,10.7,2,2,1.1,0.8,9,5,814,884,92.08,20,14,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,brandon mechele,brandon mechele,club brugge,1993,1993,3500000,236168,1993-01-28,32,first+last+birth_year
brent gabriel,be BEL,GK,Zulte Waregem,0.0,1999,11.0,0,0,0.0,0.0,0,0,268,373,71.85,0,0,0,1,14.0,1.27,44.0,31.0,70.5,3.0,27.3,1.0,1.0,0.0,0.0,16.3,0.37,3.3,0.3,80.0,178.0,44.9,301.0,40.0,40.9,34.9,14.0,6.3,16.0,1.45,15.3,True,0.0,brent gabriel,brent gabriel,zulte waregem,1999,1999,400000,338665,1999-01-27,26,key+birth_year
bruny nsimba,be BEL,FW,Dender,0.0,2000,6.3,2,0,2.1,0.8,13,6,67,116,57.76,9,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruny nsimba,bruny nsimba,dender,2000,2000,1800000,452584,2000-04-05,25,first+last+birth_year
bryan goncalves,fr FRA,DF,Dender,0.0,1996,1.7,0,0,0.0,0.8,0,0,83,120,69.17,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bryan goncalves,bryan goncalves,dender,1996,1996,600000,340487,1996-07-19,29,first+last+birth_year
bryan heynen,be BEL,MF,Genk,0.0,1997,11.0,1,0,1.1,0.9,14,2,810,921,87.95,31,20,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bryan heynen,bryan heynen,genk,1997,1997,11000000,356081,1997-02-06,28,first+last+birth_year
bryan reynolds,us USA,DF,Westerlo,0.0,2001,10.8,0,1,0.5,2.4,5,3,332,442,75.11,16,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bryan reynolds,bryan reynolds,westerlo,2001,2001,3500000,475208,2001-06-28,24,first+last+birth_year
carlos forbs,pt POR,FW,Club Brugge,0.0,2004,6.6,2,2,1.3,1.3,12,4,221,293,75.43,6,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,carlos forbs,carlos forbs,club brugge,2004,2004,10000000,742451,2004-03-19,21,first+last+birth_year
casper nielsen,dk DEN,MF,Standard Liège,0.0,1994,6.9,1,0,0.5,0.2,8,3,129,230,56.09,15,9,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,casper nielsen,casper nielsen,standard liege,1994,1994,2000000,148365,1994-04-29,31,first+last+birth_year
casper terho,fi FIN,"MF,FW",OH Leuven,0.0,2003,5.3,0,0,1.5,0.7,14,5,63,118,53.39,10,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,casper terho,casper terho,oh leuven,2003,2003,1800000,679597,2003-06-24,22,first+last+birth_year
cesar huerta,mx MEX,"FW,MF",Anderlecht,0.0,2000,4.3,1,0,1.5,0.4,13,5,137,177,77.4,7,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,cesar huerta,cesar huerta,anderlecht,2000,2000,6000000,540315,2000-12-03,24,first+last+birth_year
charles vanhoutte,be BEL,MF,Union SG,0.0,1998,5.0,0,1,0.4,1.3,2,1,262,337,77.74,18,12,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,charles vanhoutte,charles vanhoutte,union sg,1998,1998,,,nan,,
check keita,fr FRA,DF,Charleroi,0.0,2003,10.0,0,0,1.0,0.1,7,2,323,372,86.83,9,9,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,check keita,check keita,charleroi,2003,2003,2000000,820146,2003-04-02,22,first+last+birth_year
christiaan ravych,be BEL,DF,Cercle Brugge,0.0,2002,11.0,0,0,1.1,0.6,3,1,367,430,85.35,25,17,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,christiaan ravych,christiaan ravych,cercle brugge,2002,2002,4500000,579089,2002-07-30,23,first+last+birth_year
christian burgess,eng ENG,DF,Union SG,0.0,1991,9.0,0,3,0.3,0.7,6,1,467,542,86.16,15,5,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,christian burgess,christian burgess,union sg,1991,1991,2200000,244221,1991-10-07,34,first+last+birth_year
christopher scott,de GER,"FW,DF",Antwerp,0.0,2002,1.8,0,0,0.2,0.3,4,1,45,66,68.18,5,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,christopher scott,christopher scott,antwerp,2002,2002,500000,503162,2002-06-07,23,first+last+birth_year
christos tzolis,gr GRE,"FW,MF",Club Brugge,0.0,2002,10.5,4,3,5.4,4.0,42,12,343,504,68.06,4,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,christos tzolis,christos tzolis,club brugge,2002,2002,30000000,451677,2002-01-30,23,first+last+birth_year
chukwubuikem ikwuemesi,ng NGA,FW,OH Leuven,0.0,2001,2.9,0,0,0.4,0.1,8,3,23,31,74.19,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,chukwubuikem ikwuemesi,chukwubuikem ikwuemesi,oh leuven,2001,2001,2000000,929494,2001-08-05,24,first+last+birth_year
cisse sandra,be BEL,"FW,MF",Club Brugge,0.0,2003,3.4,0,0,0.3,0.4,7,1,91,110,82.73,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,cisse sandra,cisse sandra,club brugge,2003,2003,1000000,632088,2003-12-16,21,first+last+birth_year
colin coosemans,be BEL,GK,Anderlecht,0.0,1992,11.0,0,0,0.0,0.0,0,0,268,365,73.42,0,0,0,0,11.0,1.0,37.0,26.0,73.0,5.0,45.5,1.0,1.0,0.0,0.0,13.6,0.34,2.6,0.24,55.0,143.0,38.5,330.0,43.0,37.6,35.8,10.0,6.5,12.0,1.09,14.0,True,0.0,colin coosemans,colin coosemans,anderlecht,1992,1992,1500000,154351,1992-08-03,33,first+last+birth_year
cristian makate,gq EQG,FW,Union SG,0.0,2002,0.5,0,0,0.1,0.1,2,2,10,11,90.91,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,cristian makate,cristian makate,union sg,2002,2002,150000,707546,2002-09-21,23,first+last+birth_year
daam foulon,be BEL,"DF,FW",Antwerp,0.0,1999,8.2,0,2,0.2,1.1,2,0,277,373,74.26,12,5,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,daam foulon,daam foulon,antwerp,1999,1999,2500000,338637,1999-03-23,26,first+last+birth_year
daan dierckx,be BEL,DF,Standard Liège,0.0,2003,7.5,0,0,0.2,0.0,3,1,291,337,86.35,9,5,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,daan dierckx,daan dierckx,standard liege,2003,2003,1300000,621965,2003-02-24,22,first+last+birth_year
daan heymans,be BEL,MF,Genk,0.0,1999,0.4,0,0,0.0,0.0,0,0,30,39,76.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,daan heymans,daan heymans,genk,1999,1999,3000000,446491,1999-06-15,26,first+last+birth_year
dalangunypole gomis,fr FRA,DF,Cercle Brugge,0.0,2004,0.8,0,0,0.0,0.0,1,0,50,57,87.72,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,dalangunypole gomis,dalangunypole gomis,cercle brugge,2004,2004,200000,974995,2004-06-28,21,first+last+birth_year
dante vanzeir,be BEL,"MF,FW",Gent,0.0,1998,1.5,0,0,0.1,0.1,1,0,20,34,58.82,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,dante vanzeir,dante vanzeir,gent,1998,1998,3000000,289648,1998-04-16,27,first+last+birth_year
dario fuentes,es ESP,"MF,DF",La Louvière,0.0,2003,1.9,0,0,0.2,0.1,1,0,31,54,57.41,7,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,dario fuentes,dario fuentes,la louviere,2003,2003,,,nan,,
david hrncar,sk SVK,"FW,DF",Dender,0.0,1997,3.8,0,0,0.6,0.4,4,2,92,136,67.65,7,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,david hrncar,david hrncar,dender,1997,1997,1000000,471621,1997-12-10,27,first+last+birth_year
david toshevski,mk MKD,FW,Dender,0.0,2001,0.3,0,0,0.1,0.0,1,1,2,7,28.57,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,david toshevski,david toshevski,dender,2001,2001,500000,542338,2001-07-16,24,first+last+birth_year
