name,team,market_value_eur,player_id,dob,age,market_value,tm_player_id,nationality,last_update
Franco Petroli,CD Godoy Cruz Antonio Tomba,3200000,401587,1998-06-11,27,3200000,401587,,2025-10-17
Nicolás Cláa,CD Godoy Cruz Antonio Tomba,100000,1131418,2004-08-05,21,100000,1131418,,2025-10-17
Mateo Mendoza,CD Godoy Cruz Antonio Tomba,4000000,1103933,2004-11-21,20,4000000,1103933,,2025-10-17
Juan Escobar,CD Godoy Cruz Antonio Tomba,800000,353034,1995-07-11,30,800000,353034,,2025-10-17
Federico Rasmussen,CD Godoy Cruz Antonio Tomba,375000,131219,1992-03-04,33,375000,131219,,2025-10-17
Tomás Rossi,CD Godoy Cruz Antonio Tomba,300000,856020,1999-04-18,26,300000,856020,,2025-10-17
Leandro Quiroz,CD Godoy Cruz Antonio Tomba,175000,849532,2004-01-16,21,175000,849532,,2025-10-17
Juan Morán,CD Godoy Cruz Antonio Tomba,700000,1305914,2006-07-10,19,700000,1305914,,2025-10-17
Andrés Meli,CD Godoy Cruz Antonio Tomba,600000,935331,2000-09-01,25,600000,935331,,2025-10-17
Lucas Arce,CD Godoy Cruz Antonio Tomba,1700000,754470,1997-08-14,28,1700000,754470,,2025-10-17
Leonardo Jara,CD Godoy Cruz Antonio Tomba,125000,116163,1991-05-20,34,125000,116163,,2025-10-17
Francisco Facello,CD Godoy Cruz Antonio Tomba,50000,1159862,2003-01-11,22,50000,1159862,,2025-10-17
Vicente Poggi,CD Godoy Cruz Antonio Tomba,2000000,657744,2002-07-11,23,2000000,657744,,2025-10-17
Maximiliano González,CD Godoy Cruz Antonio Tomba,250000,931404,2004-05-04,21,250000,931404,,2025-10-17
Nicolás Fernández,CD Godoy Cruz Antonio Tomba,2500000,400677,1998-03-02,27,2500000,400677,,2025-10-17
Gonzalo Abrego,CD Godoy Cruz Antonio Tomba,2000000,836493,2000-01-07,25,2000000,836493,,2025-10-17
Pol Fernández,CD Godoy Cruz Antonio Tomba,1000000,220647,1991-10-11,34,1000000,220647,,2025-10-17
Walter Montoya,CD Godoy Cruz Antonio Tomba,300000,267420,1993-07-21,32,300000,267420,,2025-10-17
Misael Sosa,CD Godoy Cruz Antonio Tomba,400000,996587,2002-01-28,23,400000,996587,,2025-10-17
Tomás Pozzo,CD Godoy Cruz Antonio Tomba,275000,838796,2000-09-27,25,275000,838796,,2025-10-17
Luciano Pascual,CD Godoy Cruz Antonio Tomba,100000,1146840,2004-06-23,21,100000,1146840,,2025-10-17
Maximiliano Porcel,CD Godoy Cruz Antonio Tomba,100000,1074965,2006-01-02,19,100000,1074965,,2025-10-17
Santino Andino,CD Godoy Cruz Antonio Tomba,5000000,1305935,2005-10-25,19,5000000,1305935,,2025-10-17
Bastián Yáñez,CD Godoy Cruz Antonio Tomba,500000,600028,2001-06-27,24,500000,600028,,2025-10-17
Facundo Altamira,CD Godoy Cruz Antonio Tomba,1000000,923459,2001-08-03,24,1000000,923459,,2025-10-17
Agustín Auzmendi,CD Godoy Cruz Antonio Tomba,1200000,732442,1997-02-01,28,1200000,732442,,2025-10-17
Daniel Barrea,CD Godoy Cruz Antonio Tomba,1000000,1006250,2001-07-22,24,1000000,1006250,,2025-10-17
Luca Martínez Dupuy,CD Godoy Cruz Antonio Tomba,500000,831110,2001-06-05,24,500000,831110,,2025-10-17
Nahuel Ulariaga,CD Godoy Cruz Antonio Tomba,175000,845336,2002-03-02,23,175000,845336,,2025-10-17
Ezequiel Centurión,CS Independiente Rivadavia,2000000,626917,1997-05-20,28,2000000,626917,,2025-10-17
Gonzalo Marinelli,CS Independiente Rivadavia,75000,91815,1989-02-07,36,75000,91815,,2025-10-17
Agustín Lastra,CS Independiente Rivadavia,25000,911960,2001-01-02,24,25000,911960,,2025-10-17
Sheyko Studer,CS Independiente Rivadavia,3000000,1190390,2002-11-12,22,3000000,1190390,,2025-10-17
Leonard Costa,CS Independiente Rivadavia,500000,800720,1998-08-24,27,500000,800720,,2025-10-17
Iván Villalba,CS Independiente Rivadavia,500000,312562,1995-01-19,30,500000,312562,,2025-10-17
Matías Valenti,CS Independiente Rivadavia,225000,1214798,2002-09-03,23,225000,1214798,,2025-10-17
Santiago Flores,CS Independiente Rivadavia,100000,1011266,2001-03-25,24,100000,1011266,,2025-10-17
Alejo Osella,CS Independiente Rivadavia,75000,990550,2000-09-30,25,75000,990550,,2025-10-17
Pedro Souto,CS Independiente Rivadavia,250000,924999,2000-05-05,25,250000,924999,,2025-10-17
Thomas Ortega,CS Independiente Rivadavia,150000,742593,2000-12-06,24,150000,742593,,2025-10-17
Luciano Gómez,CS Independiente Rivadavia,500000,423705,1996-03-22,29,500000,423705,,2025-10-17
Mauro Peinipil,CS Independiente Rivadavia,350000,989571,1999-04-03,26,350000,989571,,2025-10-17
Ezequiel Bonifacio,CS Independiente Rivadavia,100000,334224,1994-05-09,31,100000,334224,,2025-10-17
Luciano Abecasis,CS Independiente Rivadavia,75000,149435,1990-06-04,35,75000,149435,,2025-10-17
Maximiliano Amarfil,CS Independiente Rivadavia,2000000,990429,2001-11-03,23,2000000,990429,,2025-10-17
Leonel Bucca,CS Independiente Rivadavia,600000,830841,1999-03-20,26,600000,830841,,2025-10-17
Laureano Rodríguez,CS Independiente Rivadavia,125000,1118619,2002-11-23,22,125000,1118619,,2025-10-17
Tomás Bottari,CS Independiente Rivadavia,800000,840860,2001-04-26,24,800000,840860,,2025-10-17
Mauricio Cardillo,CS Independiente Rivadavia,500000,1115518,2003-03-11,22,500000,1115518,,2025-10-17
Tomás Muro,CS Independiente Rivadavia,400000,984869,2002-05-05,23,400000,984869,,2025-10-17
Diego Tonetto,CS Independiente Rivadavia,25000,87890,1988-12-05,36,25000,87890,,2025-10-17
Matías Fernández,CS Independiente Rivadavia,300000,707153,2001-06-23,24,300000,707153,,2025-10-17
Alex Aguado,CS Independiente Rivadavia,50000,1125758,2003-05-27,22,50000,1125758,,2025-10-17
Sebastián Villa,CS Independiente Rivadavia,5000000,493000,1996-05-19,29,5000000,493000,,2025-10-17
Santiago Muñoz,CS Independiente Rivadavia,150000,632614,1999-08-06,26,150000,632614,,2025-10-17
Nicolás Retamar,CS Independiente Rivadavia,600000,991849,1999-02-06,26,600000,991849,,2025-10-17
Matías Bergara,CS Independiente Rivadavia,325000,1071275,2004-01-14,21,325000,1071275,,2025-10-17
Fabrizio Sartori,CS Independiente Rivadavia,225000,978970,2002-07-15,23,225000,978970,,2025-10-17
Álex Arce,CS Independiente Rivadavia,4500000,970518,1995-06-16,30,4500000,970518,,2025-10-17
Juan Barbieri,CS Independiente Rivadavia,250000,984675,1996-09-17,29,250000,984675,,2025-10-17
Victorio Ramis,CS Independiente Rivadavia,175000,381065,1994-07-07,31,175000,381065,,2025-10-17
Manuel Roffo,Instituto ACC,3500000,491687,2000-04-04,25,3500000,491687,,2025-10-17
Joaquín Papaleo,Instituto ACC,200000,359231,1994-03-23,31,200000,359231,,2025-10-17
Gonzalo Requena,Instituto ACC,2200000,1120902,2003-03-04,22,2200000,1120902,,2025-10-17
Fernando Alarcón,Instituto ACC,1500000,376853,1994-06-16,31,1500000,376853,,2025-10-17
Nicolás Zalazar,Instituto ACC,350000,471640,1997-01-29,28,350000,471640,,2025-10-17
Leonel Mosevich,Instituto ACC,300000,407517,1997-02-04,28,300000,407517,,2025-10-17
Agustín Bravo,Instituto ACC,100000,868503,2001-05-11,24,100000,868503,,2025-10-17
Lucas Rodríguez,Instituto ACC,300000,171593,1993-09-27,32,300000,171593,,2025-10-17
Elías Pereyra,Instituto ACC,300000,576027,1999-02-15,26,300000,576027,,2025-10-17
Emanuel Beltrán,Instituto ACC,275000,539554,1998-01-23,27,275000,539554,,2025-10-17
Juan Franco,Instituto ACC,225000,331245,1992-02-10,33,225000,331245,,2025-10-17
Juan Ignacio Méndez,Instituto ACC,700000,508134,1997-04-28,28,700000,508134,,2025-10-17
Francis Mac Allister,Instituto ACC,400000,440380,1995-10-30,29,400000,440380,,2025-10-17
Stefano Moreyra,Instituto ACC,400000,830855,2001-09-19,24,400000,830855,,2025-10-17
Gastón Lodico,Instituto ACC,3800000,563878,1998-05-28,27,3800000,563878,,2025-10-17
Franco Díaz,Instituto ACC,500000,748060,2000-08-28,25,500000,748060,,2025-10-17
Alex Luna,Instituto ACC,3500000,843126,2004-03-31,21,3500000,843126,,2025-10-17
Damián Puebla,Instituto ACC,3000000,1106216,2002-09-15,23,3000000,1106216,,2025-10-17
Jeremías Lázaro,Instituto ACC,250000,1227286,2004-06-28,21,250000,1227286,,2025-10-17
Jonás Acevedo,Instituto ACC,1000000,538530,1997-02-06,28,1000000,538530,,2025-10-17
Jhon Córdoba,Instituto ACC,900000,628879,2000-07-15,25,900000,628879,,2025-10-17
Manuel Romero,Instituto ACC,450000,835677,2001-05-05,24,450000,835677,,2025-10-17
Facundo Suárez,Instituto ACC,700000,702259,1994-07-01,31,700000,702259,,2025-10-17
Luca Klimowicz,Instituto ACC,700000,1198161,2004-05-19,21,700000,1198161,,2025-10-17
Nicolás Cordero,Instituto ACC,500000,652948,1999-04-11,26,500000,652948,,2025-10-17
Matías Fonseca,Instituto ACC,350000,538919,2001-03-12,24,350000,538919,,2025-10-17
Marcos Ledesma,CA Barracas Central,1800000,344421,1996-09-15,29,1800000,344421,,2025-10-17
Marcelo Miño,CA Barracas Central,250000,508135,1997-08-21,28,250000,508135,,2025-10-17
Kevin Jappert,CA Barracas Central,2500000,1020837,2004-02-25,21,2500000,1020837,,2025-10-17
Nicolás Demartini,CA Barracas Central,800000,537257,1999-11-04,25,800000,537257,,2025-10-17
Nicolás Capraro,CA Barracas Central,500000,992818,1998-03-03,27,500000,992818,,2025-10-17
Yonatthan Rak,CA Barracas Central,400000,227781,1993-08-18,32,400000,227781,,2025-10-17
Fernando Tobio,CA Barracas Central,200000,69802,1989-10-18,35,200000,69802,,2025-10-17
Rodrigo Insúa,CA Barracas Central,1500000,721235,1997-12-16,27,1500000,721235,,2025-10-17
Rafael Barrios,CA Barracas Central,100000,334057,1993-05-23,32,100000,334057,,2025-10-17
Siro Rosané,CA Barracas Central,1000000,836253,2000-06-07,25,1000000,836253,,2025-10-17
Dylan Glaby,CA Barracas Central,700000,710779,1996-04-07,29,700000,710779,,2025-10-17
Dardo Miloc,CA Barracas Central,75000,118375,1990-10-16,35,75000,118375,,2025-10-17
Maximiliano Puig,CA Barracas Central,50000,888453,2000-09-18,25,50000,888453,,2025-10-17
Facundo Mater,CA Barracas Central,1200000,538774,1998-07-23,27,1200000,538774,,2025-10-17
Lucas López,CA Barracas Central,25000,668078,1998-04-28,27,25000,668078,,2025-10-17
Javier Ruiz,CA Barracas Central,3500000,1160106,2004-09-24,21,3500000,1160106,,2025-10-17
Iván Tapia,CA Barracas Central,1200000,697405,1998-11-23,26,1200000,697405,,2025-10-17
Manuel Duarte,CA Barracas Central,375000,891804,2001-08-23,24,375000,891804,,2025-10-17
Tomás Porra,CA Barracas Central,100000,856593,2004-01-09,21,100000,856593,,2025-10-17
Ignacio Tapia,CA Barracas Central,25000,850434,2004-09-01,21,25000,850434,,2025-10-17
Nahuel Barrios,CA Barracas Central,1200000,503377,1998-05-07,27,1200000,503377,,2025-10-17
Facundo Bruera,CA Barracas Central,1800000,538880,1998-09-23,27,1800000,538880,,2025-10-17
Gonzalo Morales,CA Barracas Central,1200000,1064936,2003-03-04,22,1200000,1064936,,2025-10-17
Jhonatan Candia,CA Barracas Central,700000,259917,1995-03-15,30,700000,259917,,2025-10-17
Facundo Krüger,CA Barracas Central,75000,755666,2000-06-05,25,75000,755666,,2025-10-17
Nicolás Blandi,CA Barracas Central,25000,153022,1990-01-13,35,25000,153022,,2025-10-17
Tomás Durso,CA Unión (Santa Fe),1700000,534625,1999-02-26,26,1700000,534625,,2025-10-17
Matías Tagliamonte,CA Unión (Santa Fe),1500000,552638,1998-02-19,27,1500000,552638,,2025-10-17
Fede Gomes,CA Unión (Santa Fe),100000,826528,2004-03-05,21,100000,826528,,2025-10-17
Valentín Fascendini,CA Unión (Santa Fe),1800000,1149559,2003-03-13,22,1800000,1149559,,2025-10-17
Nicolás Paz,CA Unión (Santa Fe),800000,991132,2002-10-16,23,800000,991132,,2025-10-17
Maizon Rodríguez,CA Unión (Santa Fe),750000,1049831,2003-05-22,22,750000,1049831,,2025-10-17
Fernando Díaz,CA Unión (Santa Fe),250000,1034645,2001-02-28,24,250000,1034645,,2025-10-17
Franco Godoy,CA Unión (Santa Fe),100000,579974,2000-06-28,25,100000,579974,,2025-10-17
Juan Pablo Ludueña,CA Unión (Santa Fe),100000,1103988,2003-02-11,22,100000,1103988,,2025-10-17
Mateo Del Blanco,CA Unión (Santa Fe),3500000,984529,2003-10-31,21,3500000,984529,,2025-10-17
Bruno Pittón,CA Unión (Santa Fe),400000,395216,1993-02-01,32,400000,395216,,2025-10-17
Claudio Corvalán,CA Unión (Santa Fe),225000,125108,1989-03-23,36,225000,125108,,2025-10-17
Lautaro Vargas,CA Unión (Santa Fe),3000000,1159650,2005-02-01,20,3000000,1159650,,2025-10-17
Emiliano Álvarez,CA Unión (Santa Fe),400000,836662,2001-02-06,24,400000,836662,,2025-10-17
Francisco Gerometta,CA Unión (Santa Fe),250000,745789,1999-09-01,26,250000,745789,,2025-10-17
Mauro Pittón,CA Unión (Santa Fe),2000000,376710,1994-08-08,31,2000000,376710,,2025-10-17
Rafael Profini,CA Unión (Santa Fe),1000000,1158799,2003-09-09,22,1000000,1158799,,2025-10-17
Mauricio Martínez,CA Unión (Santa Fe),450000,309388,1993-02-20,32,450000,309388,,2025-10-17
Ezequiel Cañete,CA Unión (Santa Fe),200000,746185,1999-06-17,26,200000,746185,,2025-10-17
Augusto Solari,CA Unión (Santa Fe),250000,282694,1992-01-03,33,250000,282694,,2025-10-17
Julián Palacios,CA Unión (Santa Fe),1000000,728262,1999-02-04,26,1000000,728262,,2025-10-17
Nicolás Palavecino,CA Unión (Santa Fe),200000,912504,2003-03-29,22,200000,912504,,2025-10-17
Franco Fragapane,CA Unión (Santa Fe),1000000,226005,1993-02-06,32,1000000,226005,,2025-10-17
Jerónimo Dómina,CA Unión (Santa Fe),2500000,1103986,2005-10-17,20,2500000,1103986,,2025-10-17
Marcelo Estigarribia,CA Unión (Santa Fe),1000000,610266,1995-04-10,30,1000000,610266,,2025-10-17
Agustín Colazo,CA Unión (Santa Fe),500000,842808,2000-11-15,24,500000,842808,,2025-10-17
Cristian Tarragona,CA Unión (Santa Fe),225000,422698,1991-04-09,34,225000,422698,,2025-10-17
Diego Díaz,CA Unión (Santa Fe),175000,1371326,2002-01-10,23,175000,1371326,,2025-10-17
Lucas Gamba,CA Unión (Santa Fe),125000,125906,1987-06-24,38,125000,125906,,2025-10-17
Lucas Acosta,CA Sarmiento (Junin),1200000,296799,1995-03-12,30,1200000,296799,,2025-10-17
José Devecchi,CA Sarmiento (Junin),600000,282684,1995-07-09,30,600000,282684,,2025-10-17
Renzo Orihuela,CA Sarmiento (Junin),800000,737892,2001-04-04,24,800000,737892,,2025-10-17
Santiago Morales,CA Sarmiento (Junin),175000,872785,2001-08-27,24,175000,872785,,2025-10-17
Juan Manuel Insaurralde,CA Sarmiento (Junin),100000,65072,1984-10-03,41,100000,65072,,2025-10-17
Facundo Roncaglia,CA Sarmiento (Junin),25000,61546,1987-02-10,38,25000,61546,,2025-10-17
Gabriel Díaz,CA Sarmiento (Junin),800000,906940,2000-04-19,25,800000,906940,,2025-10-17
Joel Godoy,CA Sarmiento (Junin),600000,1270723,2005-02-20,20,600000,1270723,,2025-10-17
Alex Vigo,CA Sarmiento (Junin),500000,648520,1999-04-28,26,500000,648520,,2025-10-17
Jeremías Vallejos,CA Sarmiento (Junin),100000,1227611,2003-04-14,22,100000,1227611,,2025-10-17
Manuel García,CA Sarmiento (Junin),700000,869941,1999-06-11,26,700000,869941,,2025-10-17
Elián Giménez,CA Sarmiento (Junin),700000,1290521,2004-03-23,21,700000,1290521,,2025-10-17
Carlos Villalba,CA Sarmiento (Junin),550000,652968,1998-07-19,27,550000,652968,,2025-10-17
Juan Andrada,CA Sarmiento (Junin),200000,457212,1995-01-04,30,200000,457212,,2025-10-17
Tomás Guiacobini,CA Sarmiento (Junin),200000,1253999,2004-05-19,21,200000,1253999,,2025-10-17
Federico Paradela,CA Sarmiento (Junin),75000,890130,2001-07-03,24,75000,890130,,2025-10-17
Jonatan Gómez,CA Sarmiento (Junin),125000,84377,1989-12-21,35,125000,84377,,2025-10-17
Gastón González,CA Sarmiento (Junin),1000000,689052,2001-06-27,24,1000000,689052,,2025-10-17
Yair Arismendi,CA Sarmiento (Junin),225000,440006,1998-04-05,27,225000,440006,,2025-10-17
Leandro Suhr,CA Sarmiento (Junin),400000,463444,1997-09-24,28,400000,463444,,2025-10-17
Julián Contrera,CA Sarmiento (Junin),400000,978967,2003-05-10,22,400000,978967,,2025-10-17
Jhon Rentería,CA Sarmiento (Junin),100000,1289854,2005-10-24,19,100000,1289854,,2025-10-17
Santiago Rodríguez,CA Sarmiento (Junin),1200000,439437,1997-08-23,28,1200000,439437,,2025-10-17
Joaquín Ardaiz,CA Sarmiento (Junin),600000,415550,1999-01-11,26,600000,415550,,2025-10-17
Franco Frías,CA Sarmiento (Junin),500000,858262,2002-03-17,23,500000,858262,,2025-10-17
Iván Morales,CA Sarmiento (Junin),350000,461608,1999-07-29,26,350000,461608,,2025-10-17
Pablo Magnin,CA Sarmiento (Junin),200000,144236,1990-04-25,35,200000,144236,,2025-10-17
Lucas Pratto,CA Sarmiento (Junin),150000,59596,1988-06-04,37,150000,59596,,2025-10-17
Agustín Molina,CA Sarmiento (Junin),50000,1234398,2006-07-09,19,50000,1234398,,2025-10-17
Ignacio Arce,Club Deportivo Riestra,1000000,131206,1992-02-08,33,1000000,131206,,2025-10-17
Nahuel Manganelli,Club Deportivo Riestra,50000,880019,2001-02-19,24,50000,880019,,2025-10-17
Miguel Barbieri,Club Deportivo Riestra,450000,431703,1993-08-24,32,450000,431703,,2025-10-17
Facundo Miño,Club Deportivo Riestra,450000,865442,1999-10-16,26,450000,865442,,2025-10-17
Nicolás Caro Torres,Club Deportivo Riestra,400000,538611,1995-05-04,30,400000,538611,,2025-10-17
Cristian Paz,Club Deportivo Riestra,400000,357338,1995-04-24,30,400000,357338,,2025-10-17
Juan Randazzo,Club Deportivo Riestra,275000,283398,1994-10-11,31,275000,283398,,2025-10-17
Eric Tovo,Club Deportivo Riestra,125000,697418,1992-03-06,33,125000,697418,,2025-10-17
Yeison Murillo,Club Deportivo Riestra,25000,439088,1993-11-15,31,25000,439088,,2025-10-17
Rodrigo Gallo,Club Deportivo Riestra,300000,852747,2000-11-04,24,300000,852747,,2025-10-17
Rodrigo Sayavedra,Club Deportivo Riestra,75000,696728,1995-07-21,30,75000,696728,,2025-10-17
Pedro Ramírez,Club Deportivo Riestra,600000,832088,2000-04-04,25,600000,832088,,2025-10-17
Yonatan Goitía,Club Deportivo Riestra,375000,553854,1994-02-08,31,375000,553854,,2025-10-17
Nicolás Sansotre,Club Deportivo Riestra,200000,441341,1993-09-08,32,200000,441341,,2025-10-17
Mariano Bracamonte,Club Deportivo Riestra,150000,662756,1999-04-24,26,150000,662756,,2025-10-17
Pablo Monje,Club Deportivo Riestra,250000,992605,1997-02-06,28,250000,992605,,2025-10-17
Milton Céliz,Club Deportivo Riestra,200000,260652,1992-07-25,33,200000,260652,,2025-10-17
Mateo Ramírez,Club Deportivo Riestra,50000,441277,1995-01-18,30,50000,441277,,2025-10-17
Ariel Muñoz,Club Deportivo Riestra,25000,981694,2000-07-21,25,25000,981694,,2025-10-17
Leonardo Landriel,Club Deportivo Riestra,25000,349747,1996-07-14,29,25000,349747,,2025-10-17
Nehuén Montoya,Club Deportivo Riestra,25000,873212,1998-02-11,27,25000,873212,,2025-10-17
Ángel Stringa,Club Deportivo Riestra,10000,988734,1996-04-06,29,10000,988734,,2025-10-17
Gabriel Obredor,Club Deportivo Riestra,50000,1118715,1997-01-06,28,50000,1118715,,2025-10-17
Braian Guille,Club Deportivo Riestra,225000,504884,1997-07-31,28,225000,504884,,2025-10-17
Santiago Vera,Club Deportivo Riestra,200000,539156,1998-12-12,26,200000,539156,,2025-10-17
Nicolás Benegas,Club Deportivo Riestra,600000,438926,1996-03-01,29,600000,438926,,2025-10-17
Antony Alonso,Club Deportivo Riestra,450000,844800,1998-05-11,27,450000,844800,,2025-10-17
Alexander Díaz,Club Deportivo Riestra,400000,618986,2000-03-22,25,400000,618986,,2025-10-17
Jonathan Herrera,Club Deportivo Riestra,375000,485880,1991-09-16,34,375000,485880,,2025-10-17
Franco Fagúndez,Club Deportivo Riestra,100000,997808,1998-12-14,26,100000,997808,,2025-10-17
